Time(Iteration),LinUCB,CoLin
0,1.984243429756496,2.045495355816233
1,3.98150631941807,2.2269613754653186
2,5.611964656410958,2.265265929826433
3,6.615580253469115,2.329845385849164
4,7.238936276506295,2.520366337085123
5,8.493737736705663,2.625077833617857
6,9.058945782606177,2.7041708111960343
7,9.474148415751635,2.793395916741879
8,9.853776465051519,2.805249267656713
9,10.174208618519739,2.8281402331765473
10,10.954856328327052,2.8934624783275575
11,12.050071170302695,2.9562539209215997
12,12.859869263832364,2.9828015411293216
13,13.135195947623552,3.1467018339264814
14,13.364615031706935,3.2139658149835357
15,13.619142024431278,3.2158252701959444
16,14.44010507603547,3.225997532778054
17,14.634993826362765,3.233097691630786
18,15.14572097459063,3.240403886637068
19,15.370410283529022,3.240403886637068
20,15.538589900921679,3.254138920165098
21,15.900103411363734,3.254138920165098
22,16.00258428464755,3.356209999659367
23,16.63927063329284,3.3775918664011493
24,16.85872837705632,3.4933756051710163
25,17.010372904776855,3.534159774972087
26,17.161692633128695,3.5537644237029657
27,17.61770324956562,3.5537644237029657
28,17.89286558316497,3.5537644237029657
29,18.1884248747128,3.6444843332906394
30,18.46164328314983,3.6444843332906394
31,18.722981565658305,3.6444843332906394
32,18.786292871956483,3.7373556132527592
33,18.983516646718844,3.7373556132527592
34,19.026037674489878,3.7456626004767335
35,19.026037674489878,3.748681798438991
36,19.12494620524097,3.8039094462598237
37,19.295251828782213,3.818328097964108
38,19.39390178838047,3.818328097964108
39,19.511754547656253,3.836532008649409
40,19.716428116564124,3.836532008649409
41,19.8772548939809,3.895780618249293
42,19.93351591263282,3.895780618249293
43,19.94192729047785,3.9992450669650372
44,19.9551184585009,4.048418157890531
45,20.13622173100126,4.048671749378603
46,20.21327614568606,4.0904030025952025
47,20.286971183827248,4.1034269102684195
48,20.476195134399628,4.104803719032546
49,20.78666576337926,4.167641460572581
50,20.865211508984512,4.167641460572581
51,21.105368356809027,4.167641460572581
52,21.380021539391453,4.167641460572581
53,21.625051036409605,4.1775756131674635
54,21.637948598460955,4.1904731752188145
55,21.640470204491628,4.198909874537052
56,21.856326282598232,4.216539317478156
57,22.10085757786973,4.216539317478156
58,22.21427716319545,4.216539317478156
59,22.371600829824605,4.294281604686222
60,22.688823691945853,4.294281604686222
61,22.767321722129147,4.310647413450949
62,22.986875926625242,4.310647413450949
63,23.204645023179815,4.310931860242038
64,23.235522474173298,4.310931860242038
65,23.24750741863079,4.3229168046995285
66,23.371470049867316,4.3229168046995285
67,23.522335692761366,4.3229168046995285
68,23.547004084824025,4.3229168046995285
69,23.57384540171526,4.349758121590762
70,23.6129096908589,4.388822410734401
71,23.644346135051823,4.420258854927324
72,23.69796805549044,4.448173958878933
73,23.69796805549044,4.448173958878933
74,23.69796805549044,4.448173958878933
75,23.71159970545008,4.448173958878933
76,23.877522857446465,4.448173958878933
77,24.040625521329165,4.47628314231315
78,24.054008673078634,4.48966629406262
79,24.141225667751215,4.508272583300855
80,24.268523666233953,4.508272583300855
81,24.268523666233953,4.508272583300855
82,24.344845167712414,4.514159221324765
83,24.355511855640945,4.576782109812441
84,24.41121509221058,4.587954775291778
85,24.484822265517007,4.587954775291778
86,24.484822265517007,4.587954775291778
87,24.663164303178768,4.587954775291778
88,24.70542231676392,4.609903108633327
89,24.80532257823528,4.613390038576195
90,24.825317794208832,4.642994487250041
91,24.839244017612035,4.642994487250041
92,24.963649509336076,4.661635810804706
93,24.964486558571,4.662472860039629
94,25.02032826218298,4.662472860039629
95,25.11212419552828,4.70474721909725
96,25.11212419552828,4.70474721909725
97,25.117548855895812,4.710171879464782
98,25.123953712479558,4.716576736048527
99,25.19614430332516,4.716576736048527
100,25.341463592837552,4.7242172484055125
101,25.356254776407173,4.7242172484055125
102,25.356254776407173,4.7242172484055125
103,25.397395724287875,4.7242172484055125
104,25.44797714088404,4.726879760284687
105,25.460905406395796,4.7332521906089235
106,25.526372154687337,4.758777731364958
107,25.531709725596706,4.764115302274327
108,25.531709725596706,4.764115302274327
109,25.58889885757805,4.764115302274327
110,25.62832219618565,4.766695384308888
111,25.6635951793919,4.783738858288333
112,25.6635951793919,4.783738858288333
113,25.679733578171398,4.783738858288333
114,25.679733578171398,4.789094181557753
115,25.750000623227653,4.791753559558951
116,25.866666896325405,4.791753559558951
117,25.873318819779787,4.798405483013334
118,25.982802499012664,4.799283595517289
119,26.03081759113695,4.813603358149146
120,26.057575393761674,4.855943656203754
121,26.185052176739102,4.9594664596198825
122,26.185052176739102,4.9594664596198825
123,26.244156926968707,4.977141204597593
124,26.244156926968707,4.977141204597593
125,26.244156926968707,4.977141204597593
126,26.288272717525132,5.02125699515402
127,26.31762777988452,5.023022673350576
128,26.46267566908866,5.023022673350576
129,26.46267566908866,5.023022673350576
130,26.63707807806703,5.023022673350576
131,26.655430623418116,5.038608226685563
132,26.691717036699178,5.045986152235668
133,26.691717036699178,5.045986152235668
134,26.691717036699178,5.045986152235668
135,26.762316597754882,5.045986152235668
136,26.884249596899252,5.045986152235668
137,26.992788035685102,5.066342243037573
138,26.992788035685102,5.066342243037573
139,26.992788035685102,5.066342243037573
140,26.992788035685102,5.066342243037573
141,27.037565651758342,5.111119859110813
142,27.09880540003625,5.112078919121315
143,27.24461018940874,5.128932351406084
144,27.2818431508354,5.1581037677609025
145,27.294485677429876,5.1581037677609025
146,27.35560494352847,5.1581037677609025
147,27.42563473732086,5.189579816472026
148,27.498860483558406,5.189579816472026
149,27.498860483558406,5.189579816472026
150,27.498860483558406,5.189579816472026
151,27.498860483558406,5.189579816472026
152,27.546009518376238,5.189579816472026
153,27.54688110936945,5.190451407465241
154,27.5628451465547,5.2243539399153365
155,27.647101220089045,5.224827626800445
156,27.647101220089045,5.23693498840675
157,27.68363235758237,5.23693498840675
158,27.71475664931076,5.23693498840675
159,27.736545717972053,5.2486111281168295
160,27.80899290935425,5.2572725330766
161,27.862816548270736,5.265466308890213
162,27.878936087051844,5.265466308890213
163,27.921992778883215,5.30810527231151
164,27.963290034827644,5.324678759228664
165,28.001030016705624,5.335714377453291
166,28.030359467871467,5.365043828619133
167,28.060753178270005,5.370139411380335
168,28.060753178270005,5.370139411380335
169,28.06303734448656,5.383694244529657
170,28.098704283464933,5.41936118350803
171,28.108214218772257,5.428871118815357
172,28.109852882354286,5.430509782397384
173,28.109852882354286,5.430509782397384
174,28.119589983313737,5.440246883356835
175,28.145178154295206,5.465835054338302
176,28.177130232915218,5.465835054338302
177,28.252865424272475,5.465835054338302
178,28.37542491273459,5.492313016676893
179,28.391084112198325,5.492313016676893
180,28.436997137852575,5.492313016676893
181,28.466961105206906,5.522276984031222
182,28.466961105206906,5.522276984031222
183,28.468112757272824,5.558005627658262
184,28.468112757272824,5.558005627658262
185,28.526280483049266,5.558005627658262
186,28.56632689596624,5.558005627658262
187,28.56632689596624,5.558005627658262
188,28.57576862023649,5.567447351928513
189,28.57576862023649,5.567447351928513
190,28.57576862023649,5.567447351928513
191,28.628029354490565,5.567447351928513
192,28.644966605463342,5.578313986678436
193,28.644966605463342,5.578313986678436
194,28.645148007132246,5.578495388347341
195,28.645148007132246,5.578495388347341
196,28.66356916961597,5.578495388347341
197,28.694170046308127,5.58953798718019
198,28.72115381517716,5.592203541230114
199,28.72115381517716,5.592203541230114
200,28.72115381517716,5.6080096495959415
201,28.740658985364707,5.611153324979069
202,28.740658985364707,5.611153324979069
203,28.756823516986476,5.627317856600838
204,28.756823516986476,5.627317856600838
205,28.757754504014702,5.627317856600838
206,28.76325970603709,5.632823058623225
207,28.76846236110625,5.638025713692382
208,28.76846236110625,5.638025713692382
209,28.76846236110625,5.638025713692382
210,28.76846236110625,5.638025713692382
211,28.76846236110625,5.638025713692382
212,28.791703023704805,5.638025713692382
213,28.851190625710405,5.638025713692382
214,28.90828659437455,5.638025713692382
215,28.90828659437455,5.638025713692382
216,28.91303538545008,5.64277450476791
217,28.959063381757357,5.64277450476791
218,28.959063381757357,5.64277450476791
219,28.959063381757357,5.64277450476791
220,29.009407970247178,5.6931190932577325
221,29.019441908100532,5.6931190932577325
222,29.088091413565497,5.6931190932577325
223,29.150437323593543,5.702117285308741
224,29.150437323593543,5.702117285308741
225,29.150437323593543,5.702117285308741
226,29.150437323593543,5.702117285308741
227,29.150437323593543,5.702117285308741
228,29.220443520686107,5.7095336936442385
229,29.24885755346883,5.7095336936442385
230,29.24885755346883,5.7095336936442385
231,29.24885755346883,5.7095336936442385
232,29.281152823343213,5.7095336936442385
233,29.285461357500523,5.713842227801548
234,29.31340502513374,5.713842227801548
235,29.357830283957142,5.713842227801548
236,29.357830283957142,5.713842227801548
237,29.357830283957142,5.713842227801548
238,29.360444389093786,5.7164563329381926
239,29.36675135107604,5.7164563329381926
240,29.36675135107604,5.730643978418997
241,29.39964478094985,5.738175358318009
242,29.39964478094985,5.738175358318009
243,29.424810326936893,5.753397683621964
244,29.45574387121993,5.753397683621964
245,29.45574387121993,5.753397683621964
246,29.45574387121993,5.753397683621964
247,29.45574387121993,5.753397683621964
248,29.45574387121993,5.753397683621964
249,29.458248787586385,5.755902599988419
250,29.486200541464715,5.763331746298642
251,29.486200541464715,5.763331746298642
252,29.549088169292254,5.763331746298642
253,29.58671255479172,5.763331746298642
254,29.58671255479172,5.763331746298642
255,29.595317850208296,5.771937041715217
256,29.595317850208296,5.771937041715217
257,29.596898507457936,5.773517698964857
258,29.677851400934514,5.790356025476965
259,29.685882578581133,5.798387203123583
260,29.685882578581133,5.798387203123583
261,29.73784346718844,5.808618371985491
262,29.73784346718844,5.808618371985491
263,29.774347580395393,5.809452406111409
264,29.813590023092413,5.821657548832631
265,29.87766638764409,5.821657548832631
266,29.87766638764409,5.821657548832631
267,29.87766638764409,5.821657548832631
268,29.92889242195656,5.821657548832631
269,29.93480183299065,5.821657548832631
270,29.975971107914553,5.821657548832631
271,30.021998860639368,5.821657548832631
272,30.062228757149008,5.823016740171643
273,30.095510037819103,5.823016740171643
274,30.119676510017392,5.823016740171643
275,30.125924295770833,5.83032471399453
276,30.125924295770833,5.83032471399453
277,30.15514491445276,5.853329857450198
278,30.175901304877275,5.874086247874714
279,30.187810588525515,5.874086247874714
280,30.188524869367097,5.874800528716294
281,30.195954451353533,5.882230110702732
282,30.258639254333207,5.892912152600299
283,30.275322998905732,5.892912152600299
284,30.356637207546452,5.911637712796846
285,30.356637207546452,5.911637712796846
286,30.389882523516878,5.911637712796846
287,30.389882523516878,5.911637712796846
288,30.397167293915068,5.918922483195037
289,30.47076888860052,5.918922483195037
290,30.47076888860052,5.918922483195037
291,30.485561871992275,5.918922483195037
292,30.497653240643107,5.918922483195037
293,30.516495528257717,5.918922483195037
294,30.516495528257717,5.918922483195037
295,30.523227510444432,5.925654465381751
296,30.526883125897147,5.929310080834465
297,30.526883125897147,5.929310080834465
298,30.570974598686504,5.95050104643784
299,30.604088974041435,5.95050104643784
